"region","parameter","subregion","value_effect","error_prediction_effect","value_difference_effect"
"WESTERN EUROPE","pm10","agder",53.2967627010626,NA,48.5226144852073
"WESTERN EUROPE","pm10","innlandet",56.9422457289966,NA,52.1680975131412
"WESTERN EUROPE","pm10","no",60.3678300161977,NA,55.5936818003424
"WESTERN EUROPE","pm10","nordland",60.0861759106525,NA,55.3120276947972
"WESTERN EUROPE","pm10","oslo",68.2380713463434,NA,63.4639231304881
"WESTERN EUROPE","pm10","rogaland",61.0910612041283,NA,56.3169129882729
"WESTERN EUROPE","pm10","troms og finnmark",62.4309118769004,NA,57.6567636610451
"WESTERN EUROPE","pm10","vestfold og telemark",56.9330435397313,NA,52.1588953238759
"WESTERN EUROPE","pm10","vestland",61.3348768353221,NA,56.5607286194668
"WESTERN EUROPE","pm10","viken",63.3825086089703,NA,58.608360393115
"WESTERN EUROPE","pm10","aveiro district",47.6290105229416,NA,42.8548623070863
"WESTERN EUROPE","pm10","braga",46.5392352975599,NA,41.7650870817045
"WESTERN EUROPE","pm10","castelo branco district",49.3354625887508,NA,44.5613143728955
"WESTERN EUROPE","pm10","faro district",49.4321364080902,NA,44.6579881922349
"WESTERN EUROPE","pm10","leiria district",42.8036798287068,NA,38.0295316128514
"WESTERN EUROPE","pm10","porto district",45.4262610427651,NA,40.6521128269098
"WESTERN EUROPE","pm10","pt",46.360410661359,NA,41.5862624455037
"WESTERN EUROPE","pm10","setubal",45.8235503851531,NA,41.0494021692977
"WESTERN EUROPE","pm10","viseu district",45.602445866366,NA,40.8282976505107
"WESTERN EUROPE","so2","ad",53.5322231787782,NA,NA
"WESTERN EUROPE","so2","brussels",59.0698746231658,NA,NA
"WESTERN EUROPE","so2","flanders",52.9285766286238,NA,NA
"WESTERN EUROPE","so2","wallonia",55.6578957038998,NA,NA
"WESTERN EUROPE","so2","basel-landschaft",76.4917661360762,NA,NA
"WESTERN EUROPE","so2","canton of bern",81.6988636803331,NA,NA
"WESTERN EUROPE","so2","schwyz",74.7991199805175,NA,NA
"WESTERN EUROPE","so2","ticino",85.5579171488215,NA,NA
"WESTERN EUROPE","so2","vaud",84.0359592860137,NA,NA
"WESTERN EUROPE","so2","zurich",82.8442422642987,NA,NA
"WESTERN EUROPE","so2","brandenburg",56.3314916205453,NA,NA
"WESTERN EUROPE","so2","bremen",65.8595460268121,NA,NA
"WESTERN EUROPE","so2","hesse",66.324881182834,NA,NA
"WESTERN EUROPE","so2","lower saxony",63.2978090748181,NA,NA
"WESTERN EUROPE","so2","mecklenburg-vorpommern",59.8975383819913,NA,NA
"WESTERN EUROPE","so2","north rhine-westphalia",64.8877629749752,NA,NA
"WESTERN EUROPE","so2","rhineland-palatinate",65.426451592831,NA,NA
"WESTERN EUROPE","so2","saarland",66.1202307313936,NA,NA
"WESTERN EUROPE","so2","saxony",62.9449560486622,NA,NA
"WESTERN EUROPE","so2","saxony-anhalt",58.2625594646023,NA,NA
"WESTERN EUROPE","so2","schleswig-holstein",63.4967566120106,NA,NA
"WESTERN EUROPE","so2","thuringia",55.7013686221276,NA,NA
"WESTERN EUROPE","so2","capital region of denmark",87.338548825984,NA,NA
"WESTERN EUROPE","so2","andalusia",76.2423420298115,NA,69.8604773050463
"WESTERN EUROPE","so2","aragon",73.6234572828309,69.6013970103864,67.2415925580658
"WESTERN EUROPE","so2","asturias",72.6921113142822,68.6700510418378,66.3102465895171
"WESTERN EUROPE","so2","balearic islands",75.7786937177629,71.7566334453184,69.3968289929978
"WESTERN EUROPE","so2","basque country",76.0991964545621,72.0771361821177,69.717331729797
"WESTERN EUROPE","so2","canary islands",75.257509038781,71.2354487663365,68.8756443140158
"WESTERN EUROPE","so2","cantabria",75.5370167017931,71.5149564293486,69.155151977028
"WESTERN EUROPE","so2","castile-la mancha",76.3080367680193,72.2859764955749,69.9261720432542
"WESTERN EUROPE","so2","catalonia",76.2172742338112,72.1952139613667,69.8354095090461
"WESTERN EUROPE","so2","community of madrid",76.0985882128346,72.0765279403901,69.7167234880694
"WESTERN EUROPE","so2","es",74.3206102755524,70.2985500031079,67.9387455507872
"WESTERN EUROPE","so2","extremadura",73.2319368244221,69.2098765519776,66.8500720996569
"WESTERN EUROPE","so2","galicia",71.4319671726996,67.4099069002551,65.0501024479344
"WESTERN EUROPE","so2","la rioja",72.7020057311884,68.6799454587439,66.3201410064233
"WESTERN EUROPE","so2","navarre",68.6156733830546,64.5936131106102,62.2338086582895
"WESTERN EUROPE","so2","region of murcia",71.2758912587423,67.2538309862979,64.8940265339772
"WESTERN EUROPE","so2","valencian community",74.4570878876496,70.4350276152052,68.0752231628845
"WESTERN EUROPE","so2","kymenlaakso",63.2117545302965,59.189694257852,56.8298898055314
"WESTERN EUROPE","so2","lapland",66.7309338803987,62.7088736079542,60.3490691556336
"WESTERN EUROPE","so2","northern ostrobothnia",63.5977788566951,59.5757185842506,57.2159141319299
"WESTERN EUROPE","so2","satakunta",57.12456816155,53.1025078891055,50.7427034367849
"WESTERN EUROPE","so2","south karelia",63.3293237818405,59.3072635093961,56.9474590570754
"WESTERN EUROPE","so2","southwest finland",61.6739442277262,57.6518839552817,55.2920795029611
"WESTERN EUROPE","so2","uusimaa",66.0376260649814,62.0155657925369,59.6557613402162
"WESTERN EUROPE","so2","corsica",74.799308861362,70.7772485889176,68.4174441365969
"WESTERN EUROPE","so2","fr",75.7273844691008,71.7053241966563,69.3455197443356
"WESTERN EUROPE","so2","grand est",74.8248610938673,70.8028008214228,68.4429963691021
"WESTERN EUROPE","so2","hauts-de-france",77.8978583104457,73.8757980380012,71.5159935856806
"WESTERN EUROPE","so2","normandy",75.2802852964948,71.2582250240504,68.8984205717297
"WESTERN EUROPE","so2","nouvelle-aquitaine",74.4926205645107,NA,68.1107558397456
"WESTERN EUROPE","so2","pays de la loire",75.369282967073,NA,68.9874182423079
"WESTERN EUROPE","so2","gb",65.2260941465201,NA,58.844229421755
"WESTERN EUROPE","so2","county cork",73.0576542003582,NA,66.6757894755931
"WESTERN EUROPE","so2","emilia-romagna",71.7143306630401,NA,65.332465938275
"WESTERN EUROPE","so2","lazio",75.7646545731445,NA,69.3827898483794
"WESTERN EUROPE","so2","lu",82.0873844691008,NA,75.7055197443356
"WESTERN EUROPE","so2","friesland",74.589062162772,NA,68.2071974380068
"WESTERN EUROPE","so2","gelderland",79.3832188649687,NA,73.0013541402036
"WESTERN EUROPE","so2","limburg",79.7939745418727,NA,73.4121098171076
"WESTERN EUROPE","so2","north holland",83.7745356955853,NA,77.3926709708201
"WESTERN EUROPE","so2","utrecht",82.1338788410559,NA,75.7520141162908
"WESTERN EUROPE","so2","zeeland",76.7550109251773,NA,70.3731462004122
"WESTERN EUROPE","so2","agder",60.7540590894495,NA,54.3721943646844
"WESTERN EUROPE","so2","troms og finnmark",70.4460512383393,NA,64.0641865135742
"WESTERN EUROPE","so2","viken",71.04046386477,NA,64.6585991400049
"WESTERN EUROPE","so2","faro district",56.6573188743396,NA,50.2754541495744
"WESTERN EUROPE","so2","leiria district",54.3892205358973,NA,48.0073558111322
"WESTERN EUROPE","so2","lisbon",54.108877705193,NA,47.7270129804278
"WESTERN EUROPE","so2","pt",53.8177070497459,NA,47.4358423249808
"WESTERN EUROPE","so2","setubal",53.28084677354,NA,46.8989820487749
"WESTERN EUROPE","pm25","brussels",49.8405452771948,NA,NA
"WESTERN EUROPE","pm25","flanders",43.6992472826528,NA,NA
"WESTERN EUROPE","pm25","wallonia",46.4285663579289,NA,NA
"WESTERN EUROPE","pm25","basel-landschaft",67.2624367901052,NA,NA
"WESTERN EUROPE","pm25","canton of bern",72.4695343343621,NA,NA
"WESTERN EUROPE","pm25","schwyz",65.5697906345465,NA,NA
"WESTERN EUROPE","pm25","ticino",76.3285878028506,NA,NA
"WESTERN EUROPE","pm25","vaud",74.8066299400427,NA,NA
"WESTERN EUROPE","pm25","zurich",73.6149129183277,NA,NA
"WESTERN EUROPE","pm25","bavaria",58.3977557663987,NA,NA
"WESTERN EUROPE","pm25","brandenburg",47.1021622745743,NA,NA
"WESTERN EUROPE","pm25","bremen",56.6302166808412,NA,NA
"WESTERN EUROPE","pm25","hamburg",56.8950449202924,NA,NA
"WESTERN EUROPE","pm25","hesse",57.0955518368631,NA,NA
"WESTERN EUROPE","pm25","lower saxony",54.200759233221,NA,NA
"WESTERN EUROPE","pm25","mecklenburg-vorpommern",50.6682090360204,NA,NA
"WESTERN EUROPE","pm25","north rhine-westphalia",55.6584336290042,NA,NA
"WESTERN EUROPE","pm25","rhineland-palatinate",56.1971222468601,NA,NA
"WESTERN EUROPE","pm25","saarland",56.8909013854227,NA,NA
"WESTERN EUROPE","pm25","saxony-anhalt",49.0332301186313,NA,NA
"WESTERN EUROPE","pm25","schleswig-holstein",54.2674272660396,NA,NA
"WESTERN EUROPE","pm25","thuringia",46.4720392761566,NA,NA
"WESTERN EUROPE","pm25","asturias",63.4627819683113,60.4080914702098,NA
"WESTERN EUROPE","pm25","basque country",66.8698671085912,63.8151766104897,56.2413710610771
"WESTERN EUROPE","pm25","canary islands",63.5000730505757,NA,52.8715770030615
"WESTERN EUROPE","pm25","castile-la mancha",63.1610160591898,NA,52.5325200116757
"WESTERN EUROPE","pm25","community of madrid",66.8692588668636,NA,56.2407628193495
"WESTERN EUROPE","pm25","es",64.5287958638705,NA,53.9002998163564
"WESTERN EUROPE","pm25","galicia",62.2026378267286,59.1479473286271,51.5741417792145
"WESTERN EUROPE","pm25","la rioja",63.4491087277831,60.3944182296816,52.820612680269
"WESTERN EUROPE","pm25","valencian community",65.5728451196015,62.5181546215,54.9443490720873
"WESTERN EUROPE","pm25","kymenlaakso",53.9824251843255,50.9277346862241,43.3539291368114
"WESTERN EUROPE","pm25","northern ostrobothnia",54.3684495107241,51.3137590126226,43.73995346321
"WESTERN EUROPE","pm25","pirkanmaa",54.9376269074468,51.8829364093454,44.3091308599327
"WESTERN EUROPE","pm25","south karelia",54.0999944358696,51.0453039377681,43.4714983883555
"WESTERN EUROPE","pm25","southwest finland",52.4446148817552,49.3899243836538,41.8161188342411
"WESTERN EUROPE","pm25","uusimaa",56.8168045423623,53.7621140442608,46.1883084948481
"WESTERN EUROPE","pm25","brittany",63.8466466596283,60.7919561615268,53.2181506121142
"WESTERN EUROPE","pm25","centre-val de loire",65.223701449938,62.1690109518365,54.5952054024239
"WESTERN EUROPE","pm25","corsica",65.5699795153911,62.5152890172896,54.9414834678769
"WESTERN EUROPE","pm25","fr",66.4980551231298,63.4433646250283,55.8695590756157
"WESTERN EUROPE","pm25","grand est",65.5955317478963,NA,54.9670357003822
"WESTERN EUROPE","pm25","hauts-de-france",68.6685289644747,NA,58.0400329169606
"WESTERN EUROPE","pm25","normandy",66.0509559505239,NA,55.4224599030098
"WESTERN EUROPE","pm25","nouvelle-aquitaine",65.2632912185398,NA,54.6347951710257
"WESTERN EUROPE","pm25","occitanie",66.9141778311394,NA,56.2856817836253
"WESTERN EUROPE","pm25","pays de la loire",66.1399536211021,NA,55.5114575735879
"WESTERN EUROPE","pm25","gb",55.9967648005492,NA,45.368268753035
"WESTERN EUROPE","pm25","county cork",64.0698947390055,NA,53.4413986914914
"WESTERN EUROPE","pm25","county dublin",68.7435437632421,NA,58.115047715728
"WESTERN EUROPE","pm25","lu",72.8580551231298,NA,62.2295590756157
"WESTERN EUROPE","pm25","friesland",65.359732816801,NA,54.7312367692869
"WESTERN EUROPE","pm25","gelderland",69.5308198683884,NA,58.9023238208743
"WESTERN EUROPE","pm25","groningen",71.8091420270826,NA,61.1806459795685
"WESTERN EUROPE","pm25","limburg",70.5636062114646,NA,59.9351101639505
"WESTERN EUROPE","pm25","north brabant",71.9687547053779,NA,61.3402586578638
"WESTERN EUROPE","pm25","north holland",75.1398565906037,NA,64.5113605430896
"WESTERN EUROPE","pm25","overijssel",71.8256518151681,NA,61.1971557676539
"WESTERN EUROPE","pm25","south holland",71.3536036467859,NA,60.7251075992718
"WESTERN EUROPE","pm25","utrecht",72.904549495085,NA,62.2760534475708
"WESTERN EUROPE","pm25","innlandet",55.1702127714125,NA,44.5417167238984
"WESTERN EUROPE","pm25","no",58.5957970586137,NA,47.9673010110996
"WESTERN EUROPE","pm25","nordland",58.3141429530684,NA,47.6856469055543
"WESTERN EUROPE","pm25","oslo",66.4660383887594,NA,55.8375423412453
"WESTERN EUROPE","pm25","rogaland",59.3190282465442,NA,48.6905321990301
"WESTERN EUROPE","pm25","troms og finnmark",60.6588789193164,NA,50.0303828718023
"WESTERN EUROPE","pm25","vestfold og telemark",55.1610105821472,NA,44.5325145346331
"WESTERN EUROPE","pm25","vestland",59.5628438777381,NA,48.934347830224
"WESTERN EUROPE","pm25","viken",61.6104756513863,NA,50.9819796038722
"WESTERN EUROPE","pm25","castelo branco district",47.7502818641799,NA,37.1217858166658
"WESTERN EUROPE","pm25","faro district",47.5940303114367,NA,36.9655342639226
"WESTERN EUROPE","pm25","leiria district",45.1598911899263,NA,34.5313951424122
"WESTERN EUROPE","pm25","porto district",44.144856000392,NA,33.5163599528779
"WESTERN EUROPE","pm25","pt",44.588377703775,NA,33.9598816562608
"WESTERN EUROPE","pm25","setubal",44.051517427569,NA,33.4230213800549
"NEAR EAST","pm25","abu dhabi",81.086062956343,80.9614475807514,80.5538817634903
"NEAR EAST","pm25","dubai",87.0098300366986,86.8852146611069,86.4776488438459
"NEAR EAST","pm25","bh",57.3921007506708,57.2674853750792,56.8599195578181
"NEAR EAST","pm25","jo",92.6817781700257,92.557162794434,92.1495969771729
"NEAR EAST","pm25","hawalli governorate",71.7699948998829,71.6453795242912,71.2378137070301
"ASIA (EX. NEAR EAST)","pm25","af",72.5745415373975,69.1361107650278,63.0128757265429
"ASIA (EX. NEAR EAST)","pm25","jakarta",54.0825795811888,50.6441488088191,NA
"ASIA (EX. NEAR EAST)","pm25","andhra pradesh",101.792614706273,98.3541839339034,NA
"ASIA (EX. NEAR EAST)","pm25","assam",101.273771951299,97.8353411789296,NA
"ASIA (EX. NEAR EAST)","pm25","bihar",100.645071083609,97.2066403112391,NA
"ASIA (EX. NEAR EAST)","pm25","delhi",102.398636594573,98.9602058222031,NA
"ASIA (EX. NEAR EAST)","pm25","gujarat",98.6183796383342,95.1799488659645,NA
"ASIA (EX. NEAR EAST)","pm25","haryana",101.141833873266,97.7034031008962,NA
"ASIA (EX. NEAR EAST)","pm25","in",97.0931590489182,93.6547282765486,NA
"ASIA (EX. NEAR EAST)","pm25","jharkhand",100.89504277927,97.4566120069,NA
"ASIA (EX. NEAR EAST)","pm25","karnataka",98.3475023541212,94.9090715817515,NA
"ASIA (EX. NEAR EAST)","pm25","kerala",99.9685795926325,96.5301488202629,NA
"ASIA (EX. NEAR EAST)","pm25","madhya pradesh",102.908053287203,99.4696225148335,NA
"ASIA (EX. NEAR EAST)","pm25","maharashtra",100.996630358358,97.558199585988,NA
"ASIA (EX. NEAR EAST)","pm25","odisha",104.281884394185,100.843453621816,NA
"ASIA (EX. NEAR EAST)","pm25","punjab",102.599385355762,99.1609545833923,93.0377195449074
"ASIA (EX. NEAR EAST)","pm25","rajasthan",102.113655508474,98.6752247361043,NA
"ASIA (EX. NEAR EAST)","pm25","tamil nadu",98.0895251270561,94.6510943546865,NA
"ASIA (EX. NEAR EAST)","pm25","telangana",98.7212577160321,95.2828269436624,NA
"ASIA (EX. NEAR EAST)","pm25","uttar pradesh",103.558233704977,100.119802932608,NA
"ASIA (EX. NEAR EAST)","pm25","west bengal",100.184077346678,96.7456465743082,NA
"ASIA (EX. NEAR EAST)","pm25","la",84.1344447632039,80.6960139908343,74.5727789523494
"ASIA (EX. NEAR EAST)","pm25","lk",63.3993802470749,59.9609494747052,53.8377144362203
"ASIA (EX. NEAR EAST)","pm25","mm",58.5558293785886,55.1173986062189,48.994163567734
"ASIA (EX. NEAR EAST)","pm25","pk",90.8648641180426,87.426433345673,81.3031983071881
"ASIA (EX. NEAR EAST)","pm25","vn",44.5084125051394,41.0699817327698,34.9467466942848
"ASIA (EX. NEAR EAST)","co","andhra pradesh",179.430604989377,100.693313031941,NA
"ASIA (EX. NEAR EAST)","co","assam",178.911762234403,100.174470276967,NA
"ASIA (EX. NEAR EAST)","co","bihar",178.283061366713,99.5457694092767,NA
"ASIA (EX. NEAR EAST)","co","delhi",180.036626877677,101.299334920241,NA
"ASIA (EX. NEAR EAST)","co","gujarat",176.256369921438,97.5190779640021,NA
"ASIA (EX. NEAR EAST)","co","haryana",178.77982415637,100.042532198934,NA
"ASIA (EX. NEAR EAST)","co","in",174.731149332022,95.9938573745862,NA
"ASIA (EX. NEAR EAST)","co","karnataka",175.985492637225,97.2482006797891,NA
"ASIA (EX. NEAR EAST)","co","kerala",177.606569875737,98.8692779183005,NA
"ASIA (EX. NEAR EAST)","co","madhya pradesh",180.546043570307,101.808751612871,NA
"ASIA (EX. NEAR EAST)","co","maharashtra",178.634620641462,99.8973286840256,NA
"ASIA (EX. NEAR EAST)","co","odisha",181.919874677289,103.182582719853,NA
"ASIA (EX. NEAR EAST)","co","punjab",180.237375638866,101.50008368143,NA
"ASIA (EX. NEAR EAST)","co","rajasthan",179.751645791578,101.014353834142,NA
"ASIA (EX. NEAR EAST)","co","tamil nadu",175.72751541016,96.9902234527241,NA
"ASIA (EX. NEAR EAST)","co","telangana",176.359247999136,97.6219560417,NA
"ASIA (EX. NEAR EAST)","co","uttar pradesh",181.196223988081,102.458932030645,NA
"ASIA (EX. NEAR EAST)","co","west bengal",177.822067629782,99.0847756723458,NA
"ASIA (EX. NEAR EAST)","co","th",147.883499562437,69.1462076050009,NA
"ASIA (EX. NEAR EAST)","no2","andhra pradesh",133.70244454714,NA,NA
"ASIA (EX. NEAR EAST)","no2","assam",133.183601792166,NA,NA
"ASIA (EX. NEAR EAST)","no2","bihar",132.554900924476,NA,NA
"ASIA (EX. NEAR EAST)","no2","delhi",134.30846643544,NA,NA
"ASIA (EX. NEAR EAST)","no2","gujarat",130.528209479201,NA,NA
"ASIA (EX. NEAR EAST)","no2","haryana",133.051663714133,NA,NA
"ASIA (EX. NEAR EAST)","no2","in",129.002988889785,NA,NA
"ASIA (EX. NEAR EAST)","no2","jharkhand",132.804872620137,NA,NA
"ASIA (EX. NEAR EAST)","no2","karnataka",130.257332194988,NA,NA
"ASIA (EX. NEAR EAST)","no2","kerala",131.8784094335,NA,NA
"ASIA (EX. NEAR EAST)","no2","madhya pradesh",134.81788312807,NA,NA
"ASIA (EX. NEAR EAST)","no2","maharashtra",132.906460199225,NA,NA
"ASIA (EX. NEAR EAST)","no2","odisha",135.570691098497,NA,NA
"ASIA (EX. NEAR EAST)","no2","punjab",134.509215196629,NA,NA
"ASIA (EX. NEAR EAST)","no2","rajasthan",134.023485349341,NA,NA
"ASIA (EX. NEAR EAST)","no2","tamil nadu",129.999354967923,NA,NA
"ASIA (EX. NEAR EAST)","no2","telangana",130.631087556899,NA,NA
"ASIA (EX. NEAR EAST)","no2","uttar pradesh",135.468063545844,NA,NA
"ASIA (EX. NEAR EAST)","no2","west bengal",132.093907187545,NA,NA
"ASIA (EX. NEAR EAST)","no2","th",102.1553391202,NA,NA
"ASIA (EX. NEAR EAST)","o3","andhra pradesh",96.6066111227172,NA,NA
"ASIA (EX. NEAR EAST)","o3","assam",96.0877683677435,NA,NA
"ASIA (EX. NEAR EAST)","o3","bihar",95.4590675000529,NA,NA
"ASIA (EX. NEAR EAST)","o3","delhi",97.2126330110169,NA,NA
"ASIA (EX. NEAR EAST)","o3","gujarat",93.4323760547784,100.419440917109,NA
"ASIA (EX. NEAR EAST)","o3","haryana",95.95583028971,102.94289515204,NA
"ASIA (EX. NEAR EAST)","o3","in",91.9071554653624,98.8942203276928,NA
"ASIA (EX. NEAR EAST)","o3","jharkhand",95.5872018197325,102.574266682063,NA
"ASIA (EX. NEAR EAST)","o3","karnataka",93.1614987705654,100.148563632896,NA
"ASIA (EX. NEAR EAST)","o3","kerala",94.7825760090767,101.769640871407,NA
"ASIA (EX. NEAR EAST)","o3","madhya pradesh",97.7220497036474,104.709114565978,NA
"ASIA (EX. NEAR EAST)","o3","maharashtra",95.8106267748018,102.797691637132,NA
"ASIA (EX. NEAR EAST)","o3","odisha",98.7609107300543,105.747975592385,NA
"ASIA (EX. NEAR EAST)","o3","punjab",97.4133817722062,104.400446634537,NA
"ASIA (EX. NEAR EAST)","o3","rajasthan",96.9276519249181,103.914716787248,NA
"ASIA (EX. NEAR EAST)","o3","tamil nadu",92.9035215435003,99.8905864058307,NA
"ASIA (EX. NEAR EAST)","o3","telangana",93.5352541324762,100.522318994807,NA
"ASIA (EX. NEAR EAST)","o3","uttar pradesh",98.3722301214214,105.359294983752,NA
"ASIA (EX. NEAR EAST)","o3","west bengal",94.9980737631221,101.985138625452,NA
"ASIA (EX. NEAR EAST)","o3","th",65.0595056957771,72.0465705581075,NA
"ASIA (EX. NEAR EAST)","pm10","andhra pradesh",101.610066392783,77.5752098584149,NA
"ASIA (EX. NEAR EAST)","pm10","assam",101.091223637809,77.0563671034411,NA
"ASIA (EX. NEAR EAST)","pm10","bihar",100.462522770119,76.4276662357506,NA
"ASIA (EX. NEAR EAST)","pm10","delhi",102.216088281083,78.1812317467146,NA
"ASIA (EX. NEAR EAST)","pm10","gujarat",98.4358313248442,74.400974790476,NA
"ASIA (EX. NEAR EAST)","pm10","haryana",100.959285559776,76.9244290254076,NA
"ASIA (EX. NEAR EAST)","pm10","in",96.9106107354283,72.87575420106,NA
"ASIA (EX. NEAR EAST)","pm10","jharkhand",100.71249446578,76.6776379314115,NA
"ASIA (EX. NEAR EAST)","pm10","karnataka",98.1649540406313,74.130097506263,NA
"ASIA (EX. NEAR EAST)","pm10","kerala",99.7860312791426,75.7511747447743,NA
"ASIA (EX. NEAR EAST)","pm10","madhya pradesh",102.725504973713,78.690648439345,NA
"ASIA (EX. NEAR EAST)","pm10","maharashtra",100.814082044868,76.7792255104995,NA
"ASIA (EX. NEAR EAST)","pm10","odisha",104.099336080695,80.0644795463271,NA
"ASIA (EX. NEAR EAST)","pm10","punjab",102.416837042272,78.3819805079038,NA
"ASIA (EX. NEAR EAST)","pm10","rajasthan",101.931107194984,77.8962506606158,NA
"ASIA (EX. NEAR EAST)","pm10","tamil nadu",97.9069768135662,73.872120279198,NA
"ASIA (EX. NEAR EAST)","pm10","telangana",98.5387094025421,74.5038528681739,NA
"ASIA (EX. NEAR EAST)","pm10","uttar pradesh",103.375685391487,79.3408288571191,NA
"ASIA (EX. NEAR EAST)","pm10","west bengal",100.001529033188,75.9666724988197,NA
"ASIA (EX. NEAR EAST)","pm10","th",70.062960965843,46.0281044314748,NA
"ASIA (EX. NEAR EAST)","so2","andhra pradesh",97.2261390339958,95.5541205807193,NA
"ASIA (EX. NEAR EAST)","so2","assam",96.707296279022,95.0352778257455,NA
"ASIA (EX. NEAR EAST)","so2","bihar",96.0785954113315,94.406576958055,NA
"ASIA (EX. NEAR EAST)","so2","delhi",97.8321609222955,96.160142469019,NA
"ASIA (EX. NEAR EAST)","so2","gujarat",94.0519039660569,92.3798855127804,NA
"ASIA (EX. NEAR EAST)","so2","haryana",96.5753582009885,94.9033397477121,NA
"ASIA (EX. NEAR EAST)","so2","in",92.5266833766409,90.8546649233644,NA
"ASIA (EX. NEAR EAST)","so2","jharkhand",96.3285671069924,94.6565486537159,NA
"ASIA (EX. NEAR EAST)","so2","karnataka",93.7810266818439,92.1090082285674,NA
"ASIA (EX. NEAR EAST)","so2","kerala",95.4021039203552,93.7300854670788,NA
"ASIA (EX. NEAR EAST)","so2","madhya pradesh",98.3415776149259,96.6695591616494,NA
"ASIA (EX. NEAR EAST)","so2","maharashtra",96.4301546860804,94.7581362328039,NA
"ASIA (EX. NEAR EAST)","so2","odisha",99.715408721908,98.0433902686315,NA
"ASIA (EX. NEAR EAST)","so2","punjab",98.0329096834847,96.3608912302082,NA
"ASIA (EX. NEAR EAST)","so2","rajasthan",97.5471798361967,95.8751613829202,NA
"ASIA (EX. NEAR EAST)","so2","tamil nadu",93.5230494547788,91.8510310015023,NA
"ASIA (EX. NEAR EAST)","so2","telangana",94.1547820437548,92.4827635904783,NA
"ASIA (EX. NEAR EAST)","so2","uttar pradesh",98.9917580327,97.3197395794235,NA
"ASIA (EX. NEAR EAST)","so2","west bengal",95.6176016744006,93.9455832211241,NA
"ASIA (EX. NEAR EAST)","so2","th",65.6790336070557,64.0070151537792,NA
"OCEANIA","o3","australian capital territory",33.4269694653717,NA,NA
"OCEANIA","o3","new south wales",34.1953133375066,NA,NA
"OCEANIA","o3","queensland",31.0817170951357,NA,NA
"OCEANIA","o3","south australia",32.5702748646058,NA,NA
"OCEANIA","o3","victoria",36.7765883978647,NA,NA
"OCEANIA","pm10","australian capital territory",38.8932633009376,NA,NA
"OCEANIA","pm10","new south wales",39.6616071730725,NA,NA
"OCEANIA","pm10","queensland",36.5480109307016,NA,NA
"OCEANIA","pm10","south australia",38.0365687001717,NA,NA
"OCEANIA","pm10","victoria",42.2428822334306,NA,NA
"OCEANIA","pm25","australian capital territory",38.0481020168206,66.7270318834742,NA
"OCEANIA","pm25","new south wales",38.8164458889554,67.4953757556091,NA
"OCEANIA","pm25","queensland",35.7028496465846,64.3817795132382,NA
"OCEANIA","pm25","south australia",37.1914074160547,65.8703372827083,NA
"OCEANIA","pm25","victoria",41.3977209493136,70.0766508159673,NA
"EASTERN EUROPE","co","ba",-6.48023461837109,-343.354525675624,240.113658104501
"EASTERN EUROPE","co","central bohemian region",-18.1494203887695,-355.023711446022,228.444472334103
"EASTERN EUROPE","co","cz",-13.6244281667582,-350.498719224011,232.969464556114
"EASTERN EUROPE","co","moravian-silesian region",-13.5786274942733,-350.452918551526,233.015265228599
"EASTERN EUROPE","co","plzen region",-15.3278832311152,-352.202174288368,231.266009491757
"EASTERN EUROPE","co","prague",-8.84217201318233,-345.716463070435,237.75172070969
"EASTERN EUROPE","co","south bohemian region",-14.3346231317139,-351.208914188966,232.259269591158
"EASTERN EUROPE","co","south moravian region",-13.8394471025425,-350.713738159795,232.75444562033
"EASTERN EUROPE","co","vysocina region",-15.3314936887091,-352.205784745962,231.262399034163
"EASTERN EUROPE","co","osijek-baranja county",-5.45598816762836,-342.330279224881,241.137904555244
"EASTERN EUROPE","co","primorje-gorski kotar county",-4.53194244573446,-341.406233502987,242.061950277138
"EASTERN EUROPE","co","sisak-moslavina county",-9.93699244931045,-346.811283506563,236.656900273562
"EASTERN EUROPE","co","baranya",-9.39668673069387,-346.270977787946,237.197205992178
"EASTERN EUROPE","co","budapest",-1.72356030414649,-338.597851361399,244.870332418726
"EASTERN EUROPE","co","gyor-moson-sopron",-7.17506574135632,-344.049356798609,239.418826981516
"EASTERN EUROPE","co","hu",-13.0373313925646,-349.911622449817,233.556561330308
"EASTERN EUROPE","co","pest county",-13.3455233016683,-350.219814358921,233.248369421204
"EASTERN EUROPE","co","greater poland voivodeship",-19.2204157063851,-356.094706763638,227.373477016487
"EASTERN EUROPE","co","kuyavian-pomeranian voivodeship",-20.4503495040893,-357.324640561342,226.143543218783
"EASTERN EUROPE","co","lesser poland voivodeship",-15.9595924600591,-352.833883517312,230.634300262813
"EASTERN EUROPE","co","lower silesian voivodeship",-15.457290299,-352.331581356252,231.136602423872
"EASTERN EUROPE","co","lublin voivodeship",-10.8881004424176,-347.76239149967,235.705792280455
"EASTERN EUROPE","co","lubusz voivodeship",-20.5925395077354,-357.466830564988,226.001353215137
"EASTERN EUROPE","co","masovian voivodeship",-15.8860401826962,-352.760331239949,230.707852540176
"EASTERN EUROPE","co","opole voivodeship",-18.4698188822252,-355.344109939478,228.124073840647
"EASTERN EUROPE","co","pl",-18.8795894570808,-355.753880514333,227.714303265792
