"region","subregion","parameter","value_effect","error_prediction_effect","value_difference_effect"
"ASIA (EX. NEAR EAST)","telangana","pm10",121.804953339075,69.4930754814463,NA
"ASIA (EX. NEAR EAST)","uttar pradesh","pm10",126.654221221412,74.3423433637831,NA
"ASIA (EX. NEAR EAST)","west bengal","pm10",123.138044148504,70.8261662908753,NA
"ASIA (EX. NEAR EAST)","<U+009E>ilina region","pm10",113.561713423829,61.2498355662,108.174927454504
"ASIA (EX. NEAR EAST)","bansk<e1> bystrica region","pm10",112.018092678107,59.7062148204777,106.631306708782
"ASIA (EX. NEAR EAST)","bratislava region","pm10",115.546594200752,63.2347163431233,110.159808231428
"ASIA (EX. NEAR EAST)","ko<U+009A>ice region","pm10",112.423604244848,60.1117263872194,107.036818275524
"ASIA (EX. NEAR EAST)","nitra region","pm10",112.079653685456,59.7677758278273,106.692867716132
"ASIA (EX. NEAR EAST)","pre<U+009A>ov region","pm10",112.389821822259,60.0779439646301,107.003035852935
"ASIA (EX. NEAR EAST)","trenc<ed>n region","pm10",110.730644995683,58.4187671380543,105.343859026359
"ASIA (EX. NEAR EAST)","trnava region","pm10",112.449799534397,60.1379216767677,107.063013565072
"ASIA (EX. NEAR EAST)","th","pm10",93.3135389602631,41.0016611026343,87.9267529909387
"ASIA (EX. NEAR EAST)","andhra pradesh","so2",101.053415154791,91.5457429717009,NA
"ASIA (EX. NEAR EAST)","assam","so2",100.484704350949,90.9770321678592,NA
"ASIA (EX. NEAR EAST)","bihar","so2",99.9134720703896,90.4057998872998,NA
"ASIA (EX. NEAR EAST)","delhi","so2",101.709475063679,92.201802880589,NA
"ASIA (EX. NEAR EAST)","gujarat","so2",97.8136694523307,88.305997269241,NA
"ASIA (EX. NEAR EAST)","haryana","so2",100.222093150924,90.7144209678342,NA
"ASIA (EX. NEAR EAST)","in","so2",96.2803774039452,86.7727052208554,NA
"ASIA (EX. NEAR EAST)","jharkhand","so2",99.9757632164878,90.468091033398,NA
"ASIA (EX. NEAR EAST)","karnataka","so2",97.5182380773584,88.0105658942687,NA
"ASIA (EX. NEAR EAST)","kerala","so2",99.1791293785354,89.6714571954457,NA
"ASIA (EX. NEAR EAST)","madhya pradesh","so2",101.976268607302,92.4685964242121,NA
"ASIA (EX. NEAR EAST)","maharashtra","so2",100.151552244587,90.6438800614968,NA
"ASIA (EX. NEAR EAST)","odisha","so2",103.45036048991,93.9426883068199,NA
"ASIA (EX. NEAR EAST)","punjab","so2",101.794209710938,92.2865375278485,NA
"ASIA (EX. NEAR EAST)","rajasthan","so2",101.148605964225,91.6409337811356,NA
"ASIA (EX. NEAR EAST)","tamil nadu","so2",97.11825349657,87.6105813134803,NA
"ASIA (EX. NEAR EAST)","telangana","so2",97.924142013172,88.4164698300822,NA
"ASIA (EX. NEAR EAST)","uttar pradesh","so2",102.773409895509,93.265737712419,NA
"ASIA (EX. NEAR EAST)","west bengal","so2",99.2572328226009,89.7495606395112,NA
"ASIA (EX. NEAR EAST)","<U+009E>ilina region","so2",89.6809020979257,80.1732299148359,83.5364778993875
"ASIA (EX. NEAR EAST)","bansk<e1> bystrica region","so2",88.1372813522033,78.6296091691136,81.9928571536652
"ASIA (EX. NEAR EAST)","bratislava region","so2",91.665782874849,82.1581106917593,85.5213586763108
"ASIA (EX. NEAR EAST)","ko<U+009A>ice region","so2",88.5427929189451,79.0351207358554,82.3983687204069
"ASIA (EX. NEAR EAST)","nitra region","so2",88.198842359553,78.6911701764633,82.0544181610148
"ASIA (EX. NEAR EAST)","pre<U+009A>ov region","so2",88.5090104963558,79.001338313266,82.3645862978176
"ASIA (EX. NEAR EAST)","trenc<ed>n region","so2",86.84983366978,77.3421614866902,80.7054094712418
"ASIA (EX. NEAR EAST)","trnava region","so2",88.5689882084933,79.0613160254036,82.4245640099552
"ASIA (EX. NEAR EAST)","th","so2",69.4327276343599,59.9250554512702,63.2883034358218
"OCEANIA","australian capital territory","o3",33.9535942724302,NA,NA
"OCEANIA","new south wales","o3",34.9697983178829,NA,NA
"OCEANIA","queensland","o3",31.882983590217,NA,NA
"OCEANIA","south australia","o3",33.0959243290795,NA,NA
"OCEANIA","victoria","o3",37.4526333928188,NA,NA
"OCEANIA","australian capital territory","pm10",38.7678522863267,NA,NA
"OCEANIA","new south wales","pm10",39.7840563317794,NA,NA
"OCEANIA","queensland","pm10",36.6972416041134,NA,NA
"OCEANIA","south australia","pm10",37.910182342976,NA,NA
"OCEANIA","victoria","pm10",42.2668914067153,NA,NA
"OCEANIA","australian capital territory","pm25",41.7120442174827,63.7453003592903,NA
"OCEANIA","new south wales","pm25",42.7282482629354,64.761504404743,NA
"OCEANIA","queensland","pm25",39.6414335352694,61.674689677077,NA
"OCEANIA","south australia","pm25",40.8543742741319,62.8876304159396,NA
"OCEANIA","victoria","pm25",45.2110833378712,67.2443394796789,NA
"EASTERN EUROPE","ba","co",206.10524730914,NA,107.738214944251
"EASTERN EUROPE","<fa>st<ed> nad labem region","co",195.291332852838,NA,96.9243004879484
"EASTERN EUROPE","central bohemian region","co",194.445020011347,NA,96.0779876464576
"EASTERN EUROPE","hradec kr<e1>lov<e9> region","co",200.606348943501,NA,102.239316578612
"EASTERN EUROPE","moravian-silesian region","co",198.989677207748,NA,100.622644842858
"EASTERN EUROPE","plzen region","co",197.236050001114,NA,98.8690176362245
"EASTERN EUROPE","prague","co",203.698625369662,NA,105.331593004773
"EASTERN EUROPE","south bohemian region","co",198.249250297431,NA,99.8822179325415
"EASTERN EUROPE","south moravian region","co",198.72163834985,NA,100.354605984961
"EASTERN EUROPE","vysocina region","co",197.236022852524,NA,98.8689904876347
"EASTERN EUROPE","osijek-baranja county","co",207.086176539181,NA,108.719144174292
"EASTERN EUROPE","primorje-gorski kotar county","co",207.948998325938,NA,109.581965961049
"EASTERN EUROPE","sisak-moslavina county","co",202.53028977088,NA,104.16325740599
"EASTERN EUROPE","baranya","co",203.155517392229,NA,104.788485027339
"EASTERN EUROPE","borsod-aba<fa>j-zempl<e9>n","co",196.933471324051,NA,98.5664389591616
"EASTERN EUROPE","budapest","co",210.869007414685,NA,112.501975049796
"EASTERN EUROPE","csongr<e1>d","co",201.85860806856,NA,103.491575703671
"EASTERN EUROPE","fej<e9>r","co",202.858095765891,NA,104.491063401001
"EASTERN EUROPE","gyor-moson-sopron","co",205.472745014591,NA,107.105712649702
"EASTERN EUROPE","hajd<fa>-bihar","co",203.300775680612,NA,104.933743315723
"EASTERN EUROPE","kom<e1>rom-esztergom","co",198.934961981429,NA,100.56792961654
"EASTERN EUROPE","pest county","co",199.211200711399,-144.542164677429,100.84416834651
"EASTERN EUROPE","veszpr<e9>m","co",197.881360670487,-145.872004718342,99.5143283055978
"EASTERN EUROPE","greater poland voivodeship","co",193.422458358128,-150.3309070307,95.0554259932393
"EASTERN EUROPE","kuyavian-pomeranian voivodeship","co",192.27036115608,-151.483004232749,93.9033287911904
"EASTERN EUROPE","l<f3>dz voivodeship","co",191.589180887238,NA,93.222148522349
"EASTERN EUROPE","lesser poland voivodeship","co",196.769629366915,NA,98.4025970020255
"EASTERN EUROPE","lower silesian voivodeship","co",196.98618538045,NA,98.6191530155611
"EASTERN EUROPE","lublin voivodeship","co",201.824753585453,NA,103.457721220564
"EASTERN EUROPE","lubusz voivodeship","co",191.931254924418,NA,93.5642225595285
"EASTERN EUROPE","masovian voivodeship","co",196.533226761319,NA,98.1661943964294
"EASTERN EUROPE","opole voivodeship","co",193.954718213193,NA,95.5876858483039
"EASTERN EUROPE","podkarpackie voivodeship","co",194.589561769153,NA,96.2225294042638
"EASTERN EUROPE","podlaskie voivodeship","co",193.028067244684,NA,94.6610348797948
"EASTERN EUROPE","pomeranian voivodeship","co",193.729189447715,-150.024175941113,95.3621570828261
"EASTERN EUROPE","silesian voivodeship","co",192.616036948032,-151.137328440797,94.2490045831427
"EASTERN EUROPE","swietokrzyskie","co",193.060497153267,-150.692868235561,94.693464788378
"EASTERN EUROPE","warmian-masurian voivodeship","co",191.69778202338,-152.055583365449,93.3307496584907
"EASTERN EUROPE","west pomeranian voivodeship","co",192.427087277713,-151.326278111116,94.0600549128237
"EASTERN EUROPE","rs","co",220.700086018817,-123.053279370012,122.333053653928
"EASTERN EUROPE","ba","no2",99.0499770677638,NA,81.1129986641521
"EASTERN EUROPE","<fa>st<ed> nad labem region","no2",88.2360626114616,NA,70.2990842078499
"EASTERN EUROPE","central bohemian region","no2",87.2241488598616,NA,69.2871704562499
"EASTERN EUROPE","hradec kr<e1>lov<e9> region","no2",93.3828998553123,NA,75.4459214517007
"EASTERN EUROPE","karlovy vary region","no2",92.2495237297693,NA,74.3125453261576
"EASTERN EUROPE","liberec region","no2",91.0478473911092,NA,73.1108689874975
"EASTERN EUROPE","moravian-silesian region","no2",91.9344069663716,NA,73.9974285627599
"EASTERN EUROPE","olomouc region","no2",94.731547611896,NA,76.7945692082844
"EASTERN EUROPE","pardubice region","no2",94.8883038852685,NA,76.9513254816568
"EASTERN EUROPE","plzen region","no2",90.1807797597378,NA,72.2438013561261
"EASTERN EUROPE","prague","no2",96.6433551282861,NA,78.7063767246744
"EASTERN EUROPE","south bohemian region","no2",91.1939800560548,NA,73.2570016524431
"EASTERN EUROPE","south moravian region","no2",91.6663681084738,NA,73.7293897048621
"EASTERN EUROPE","vysocina region","no2",90.180752611148,NA,72.2437742075363
"EASTERN EUROPE","zlin region","no2",93.3576835642422,NA,75.4207051606305
"EASTERN EUROPE","brod-posavina county","no2",99.3828065190017,NA,81.44582811539
"EASTERN EUROPE","city of zagreb","no2",100.173097515681,NA,82.2361191120695
"EASTERN EUROPE","krapina-zagorje county","no2",96.4067620502306,NA,78.4697836466189
"EASTERN EUROPE","lika-senj county","no2",93.4921733278,NA,75.5551949241883
"EASTERN EUROPE","osijek-baranja county","no2",100.030906297805,NA,82.0939278941931
"EASTERN EUROPE","primorje-gorski kotar county","no2",101.199363863305,NA,83.2623854596935
"EASTERN EUROPE","split-dalmatia county","no2",101.662891832987,NA,83.7259134293757
"EASTERN EUROPE","zagreb county","no2",97.1419169803996,NA,79.2049385767879
"EASTERN EUROPE","baranya","no2",96.1002471508527,NA,78.163268747241
"EASTERN EUROPE","borsod-aba<fa>j-zempl<e9>n","no2",89.8782010826748,NA,71.9412226790631
"EASTERN EUROPE","budapest","no2",103.813737173309,NA,85.8767587696977
"EASTERN EUROPE","csongr<e1>d","no2",94.8033378271843,NA,76.8663594235726
"EASTERN EUROPE","fej<e9>r","no2",95.8028255245147,NA,77.865847120903
"EASTERN EUROPE","gyor-moson-sopron","no2",98.4174747732149,NA,80.4804963696032
"EASTERN EUROPE","hajd<fa>-bihar","no2",96.2455054392361,NA,78.3085270356244
"EASTERN EUROPE","kom<e1>rom-esztergom","no2",91.8796917400534,NA,73.9427133364417
"EASTERN EUROPE","pest county","no2",92.1559304700233,NA,74.2189520664116
"EASTERN EUROPE","szabolcs-szatm<e1>r-bereg","no2",88.9185367428034,NA,70.9815583391917
"EASTERN EUROPE","veszpr<e9>m","no2",90.826090429111,NA,72.8891120254994
"EASTERN EUROPE","greater poland voivodeship","no2",86.3671881167525,NA,68.4302097131408
"EASTERN EUROPE","kuyavian-pomeranian voivodeship","no2",85.2150909147037,NA,67.278112511092
"EASTERN EUROPE","l<f3>dz voivodeship","no2",84.5339106458623,NA,66.5969322422506
"EASTERN EUROPE","lesser poland voivodeship","no2",89.7143591255388,NA,71.7773807219271
"EASTERN EUROPE","lower silesian voivodeship","no2",89.9309151390743,NA,71.9939367354626
"EASTERN EUROPE","lublin voivodeship","no2",87.6337723738195,NA,69.6967939702078
"EASTERN EUROPE","lubusz voivodeship","no2",84.8759846830418,NA,66.9390062794301
"EASTERN EUROPE","masovian voivodeship","no2",89.4779565199427,NA,71.540978116331
"EASTERN EUROPE","opole voivodeship","no2",86.8994479718171,NA,68.9624695682054
"EASTERN EUROPE","podkarpackie voivodeship","no2",87.5342915277771,NA,69.5973131241654
"EASTERN EUROPE","podlaskie voivodeship","no2",85.972797003308,NA,68.0358185996964
"EASTERN EUROPE","pomeranian voivodeship","no2",86.6739192063394,NA,68.7369408027277
"EASTERN EUROPE","silesian voivodeship","no2",85.560766706656,NA,67.6237883030443
"EASTERN EUROPE","swietokrzyskie","no2",86.0052269118912,NA,68.0682485082795
"EASTERN EUROPE","warmian-masurian voivodeship","no2",84.642511782004,NA,66.7055333783923
"EASTERN EUROPE","west pomeranian voivodeship","no2",85.371817036337,NA,67.4348386327253
"EASTERN EUROPE","rs","no2",113.644815777441,NA,95.7078373738295
"EASTERN EUROPE","ba","o3",63.4958789951911,112.595868159324,64.691002886311
"EASTERN EUROPE","<fa>st<ed> nad labem region","o3",52.681964538889,101.781953703022,53.8770884300089
"EASTERN EUROPE","central bohemian region","o3",51.6700507872889,100.770039951422,52.8651746784088
"EASTERN EUROPE","hradec kr<e1>lov<e9> region","o3",57.5921109150203,106.692100079153,58.7872348061402
"EASTERN EUROPE","karlovy vary region","o3",56.6954256571966,105.79541482133,57.8905495483166
"EASTERN EUROPE","liberec region","o3",55.4937493185366,104.59373848267,56.6888732096565
"EASTERN EUROPE","moravian-silesian region","o3",56.3803088937989,105.480298057932,57.5754327849189
"EASTERN EUROPE","olomouc region","o3",59.1774495393234,108.277438703457,60.3725734304433
"EASTERN EUROPE","pardubice region","o3",59.3342058126958,108.434194976829,60.5293297038158
"EASTERN EUROPE","plzen region","o3",54.6266816871651,103.726670851298,55.8218055782851
"EASTERN EUROPE","prague","o3",61.0892570557134,110.189246219847,62.2843809468333
"EASTERN EUROPE","south bohemian region","o3",55.6398819834821,104.739871147615,56.835005874602
"EASTERN EUROPE","south moravian region","o3",56.1122700359012,105.212259200034,57.3073939270211
"EASTERN EUROPE","vysocina region","o3",54.6266545385753,103.726643702708,55.8217784296953
"EASTERN EUROPE","zlin region","o3",57.8035854916695,106.903574655803,58.9987093827894
"EASTERN EUROPE","city of zagreb","o3",64.6189994431086,113.718988607242,65.8141233342285
"EASTERN EUROPE","krapina-zagorje county","o3",60.5518458621217,109.651835026255,61.7469697532416
"EASTERN EUROPE","lika-senj county","o3",57.9380752552273,107.03806441936,59.1331991463473
"EASTERN EUROPE","osijek-baranja county","o3",64.4768082252321,113.576797389365,65.671932116352
"EASTERN EUROPE","primorje-gorski kotar county","o3",65.3396300119899,114.439619176123,66.5347539031098
"EASTERN EUROPE","split-dalmatia county","o3",66.4340401161769,115.53402928031,67.6291640072969
"EASTERN EUROPE","zagreb county","o3",64.1674907516357,113.267479915769,65.3626146427557
"EASTERN EUROPE","baranya","o3",60.54614907828,109.646138242413,61.7412729694
"EASTERN EUROPE","borsod-aba<fa>j-zempl<e9>n","o3",54.3241030101022,103.424092174235,55.5192269012221
"EASTERN EUROPE","budapest","o3",68.2596391007368,117.35962826487,69.4547629918567
"EASTERN EUROPE","fej<e9>r","o3",60.2487274519421,109.348716616075,61.443851343062
"EASTERN EUROPE","gyor-moson-sopron","o3",62.8633767006423,111.963365864775,64.0585005917622
"EASTERN EUROPE","hajd<fa>-bihar","o3",60.6914073666634,109.791396530797,61.8865312577834
"EASTERN EUROPE","kom<e1>rom-esztergom","o3",56.3255936674808,105.425582831614,57.5207175586007
"EASTERN EUROPE","pest county","o3",56.6018323974507,105.701821561584,57.7969562885706
"EASTERN EUROPE","veszpr<e9>m","o3",55.2719923565384,104.371981520672,56.4671162476583
"EASTERN EUROPE","greater poland voivodeship","o3",50.8130900441799,99.913079208313,52.0082139352998
"EASTERN EUROPE","kuyavian-pomeranian voivodeship","o3",49.660992842131,98.7609820062641,50.8561167332509
"EASTERN EUROPE","l<f3>dz voivodeship","o3",48.9798125732896,98.0798017374227,50.1749364644095
"EASTERN EUROPE","lesser poland voivodeship","o3",54.1602610529661,103.260250217099,55.3553849440861
"EASTERN EUROPE","lower silesian voivodeship","o3",54.3768170665017,103.476806230635,55.5719409576216
"EASTERN EUROPE","lublin voivodeship","o3",52.0796743012468,101.17966346538,53.2747981923668
"EASTERN EUROPE","lubusz voivodeship","o3",49.3218866104691,98.4218757746023,50.5170105015891
"EASTERN EUROPE","masovian voivodeship","o3",53.92385844737,103.023847611503,55.11898233849
"EASTERN EUROPE","opole voivodeship","o3",51.3453498992445,100.445339063378,52.5404737903644
"EASTERN EUROPE","podkarpackie voivodeship","o3",51.9801934552044,101.080182619338,53.1753173463243
"EASTERN EUROPE","podlaskie voivodeship","o3",50.4186989307354,99.5186880948685,51.6138228218553
"EASTERN EUROPE","pomeranian voivodeship","o3",51.1198211337667,100.2198102979,52.3149450248867
"EASTERN EUROPE","silesian voivodeship","o3",50.0066686340833,99.1066577982165,51.2017925252033
"EASTERN EUROPE","swietokrzyskie","o3",50.4511288393186,99.5511180034517,51.6462527304385
"EASTERN EUROPE","warmian-masurian voivodeship","o3",49.0884137094313,98.1884028735644,50.2835376005512
